step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,other_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_x_bin_loss,center_y_bin_loss,weighted_center_x_bin_loss,weighted_center_y_bin_loss,center_bin_slot_weight_mean,center_bin_slot_weight_max,center_offset_loss,weighted_center_offset_loss,aux_center_bin_loss,weighted_aux_center_bin_loss,aux_center_offset_loss,weighted_aux_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1500,0.09294530749320984,8.414900776188006e-08,0.0013627571752294898,0.0013627571752294898,0.04999541863799095,0.0,0.0,0.037037357687950134,nan,0.06867015361785889,0.020657818764448166,0.021784093230962753,nan,0.09333305060863495,0.009333305060863495,-0.0,-0.0,0.0400284081697464,0.0400284081697464,0.06609416007995605,0.013962659984827042,0.03304708003997803,0.006981329992413521,1.0,1.0,0.005183394532650709,0.005183394532650709,0.0,0.0,0.0,0.0,0.09294530749320984,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1600,0.0918271616101265,5.7149463827954605e-08,0.001050571328960359,0.001050571328960359,0.04402846470475197,0.0,0.0,0.031773198395967484,nan,0.058671798557043076,0.01744029112160206,0.019207511097192764,nan,0.2124389261007309,0.02124389261007309,-0.0,-0.0,0.03338458761572838,0.03338458761572838,0.05759130418300629,0.009177871979773045,0.028795652091503143,0.004588935989886522,1.0,1.0,0.004374853800982237,0.004374853800982237,0.0,0.0,0.0,0.0,0.0918271616101265,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1700,0.0717143714427948,4.2016427670432677e-08,0.0009459141874685884,0.0009459141874685884,0.03846780210733414,0.0,0.0,0.026377985253930092,nan,0.048716068267822266,0.013645336963236332,0.016772551462054253,nan,0.13914167881011963,0.013914167881011963,-0.0,-0.0,0.02713760919868946,0.02713760919868946,0.04793383181095123,0.006341387517750263,0.023966915905475616,0.0031706937588751316,1.0,1.0,0.0033386601135134697,0.0033386601135134697,0.0,0.0,0.0,0.0,0.0717143714427948,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1800,0.05464716628193855,3.521197555755862e-08,0.0008201441960409284,0.0008201441960409284,0.033708356320858,0.0,0.0,0.022044481709599495,nan,0.040435124188661575,0.010889996774494648,0.014808326959609985,nan,0.07420887053012848,0.007420887239277363,-0.0,-0.0,0.021982930600643158,0.021982930600643158,0.03965618833899498,0.0043096719309687614,0.01982809416949749,0.0021548359654843807,1.0,1.0,0.00237868819385767,0.00237868819385767,0.0,0.0,0.0,0.0,0.05464716628193855,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1900,0.045122455805540085,2.872760340721925e-08,0.0006792773492634296,0.0006792773492634296,0.029341373592615128,0.0,0.0,0.018869949504733086,nan,0.034707799553871155,0.008800727315247059,0.013101320713758469,nan,0.05846288800239563,0.005846288986504078,-0.0,-0.0,0.017938511446118355,0.017938511446118355,0.03284703567624092,0.003029988845810294,0.01642351783812046,0.001514994422905147,1.0,1.0,0.0017883986001834273,0.0017883986001834273,0.0,0.0,0.0,0.0,0.045122455805540085,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2000,0.03967486321926117,2.468226689700259e-08,0.0006154446746222675,0.0006154446746222675,0.02613997645676136,0.0,0.0,0.01646065153181553,nan,0.030322914943099022,0.007255286443978548,0.01180375088006258,nan,0.06503546237945557,0.006503546144813299,-0.0,-0.0,0.014724022708833218,0.014724022708833218,0.027074718847870827,0.002373326336964965,0.013537359423935413,0.0011866631684824824,1.0,1.0,0.0013711710926145315,0.0013711710926145315,0.0,0.0,0.0,0.0,0.03967486321926117,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2100,0.03185867518186569,1.9280113505715235e-08,0.0005177884013392031,0.0005177884013392031,0.02330232970416546,0.0,0.0,0.014043078757822514,nan,0.025812534615397453,0.00562063604593277,0.010696064680814743,nan,0.04489663988351822,0.004489663988351822,-0.0,-0.0,0.011829972267150879,0.011829972267150879,0.02182815968990326,0.0018317856593057513,0.01091407984495163,0.0009158928296528757,1.0,1.0,0.0009781508706510067,0.0009781508706510067,0.0,0.0,0.0,0.0,0.03185867518186569,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2200,0.04056485742330551,1.6576167993775925e-08,0.0004659122205339372,0.0004659122205339372,0.020861893892288208,0.0,0.0,0.01287629920989275,nan,0.023504121229052544,0.005370371043682098,0.009754406288266182,nan,0.16174045205116272,0.01617404632270336,-0.0,-0.0,0.009862453676760197,0.009862453676760197,0.01820557564496994,0.0015193321742117405,0.00910278782248497,0.0007596660871058702,1.0,1.0,0.0011861297534778714,0.0011861297534778714,0.0,0.0,0.0,0.0,0.04056485742330551,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2300,0.026059523224830627,1.652956527209426e-08,0.000439777213614434,0.000439777213614434,0.01809200644493103,0.0,0.0,0.010927166789770126,nan,0.020261449739336967,0.0038940601516515017,0.008625990711152554,nan,0.06021169200539589,0.006021169479936361,-0.0,-0.0,0.008024380542337894,0.008024380542337894,0.014773323200643063,0.0012754373019561172,0.007386661600321531,0.0006377186509780586,1.0,1.0,0.0006470130756497383,0.0006470130756497383,0.0,0.0,0.0,0.0,0.026059523224830627,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2400,0.021739428862929344,1.4479501153630281e-08,0.000374074763385579,0.000374074763385579,0.015166266821324825,0.0,0.0,0.008866516873240471,nan,0.01614326983690262,0.003064169315621257,0.007392112631350756,nan,0.05366069823503494,0.005366069730371237,-0.0,-0.0,0.006639681290835142,0.006639681290835142,0.01218254491686821,0.00109681801404804,0.006091272458434105,0.00054840900702402,1.0,1.0,0.0004930724389851093,0.0004930724389851093,0.0,0.0,0.0,0.0,0.021739428862929344,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2500,0.02648007497191429,1.9061417333432473e-08,0.00044795527355745435,0.00044795527355745435,0.01563756912946701,0.0,0.0,0.009188184514641762,nan,0.016672782599925995,0.0031571502331644297,0.007734621409326792,nan,0.10481943935155869,0.010481944307684898,-0.0,-0.0,0.005719187669456005,0.005719187669456005,0.010386321693658829,0.001052053994499147,0.005193160846829414,0.0005260269972495735,1.0,1.0,0.0006427837652154267,0.0006427837652154267,0.0,0.0,0.0,0.0,0.02648007497191429,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2600,0.012648772448301315,1.4977041828956317e-08,0.00029244524193927646,0.00029244524193927646,0.009526089765131474,0.0,0.0,0.005922498647123575,nan,0.011020432226359844,0.0019840190652757883,0.004763044882565737,nan,0.014895270578563213,0.0014895270578563213,-0.0,-0.0,0.004721180070191622,0.004721180070191622,0.008586518466472626,0.0008558417321182787,0.004293259233236313,0.00042792086605913937,1.0,1.0,0.00022310584608931094,0.00022310584608931094,0.0,0.0,0.0,0.0,0.012648772448301315,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2700,0.012209153734147549,1.6562283988719173e-08,0.00027966644847765565,0.00027966644847765565,0.007858323864638805,0.0,0.0,0.0051038688980042934,nan,0.009670434519648552,0.0017120101256296039,0.003929161932319403,nan,0.02542184479534626,0.0025421844329684973,-0.0,-0.0,0.0040550981648266315,0.0040550981648266315,0.007365379482507706,0.0007448169053532183,0.003682689741253853,0.00037240845267660916,1.0,1.0,0.00022831889509689063,0.00022831889509689063,0.0,0.0,0.0,0.0,0.012209153734147549,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2800,0.009145952761173248,1.5880846859772646e-08,0.00024758261861279607,0.00024758261861279607,0.006455441936850548,0.0,0.0,0.004216895904392004,nan,0.008130265399813652,0.0012927006464451551,0.003227720968425274,nan,0.010594385676085949,0.001059438567608595,-0.0,-0.0,0.0034854181576520205,0.0034854181576520205,0.0063120159320533276,0.0006588203832507133,0.0031560079660266638,0.0003294101916253567,1.0,1.0,0.00013660134573001415,0.00013660134573001415,0.0,0.0,0.0,0.0,0.009145952761173248,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
2900,0.008562496863305569,1.770627378050449e-08,0.0002362422674195841,0.0002362422674195841,0.0055738287046551704,0.0,0.0,0.0037304237484931946,nan,0.007204390596598387,0.0011999665293842554,0.0027869143523275852,nan,0.014578416012227535,0.0014578416012227535,-0.0,-0.0,0.0030105700716376305,0.0030105700716376305,0.005426991265267134,0.0005941487033851445,0.002713495632633567,0.00029707435169257224,1.0,1.0,0.00012740190140902996,0.00012740190140902996,0.0,0.0,0.0,0.0,0.008562496863305569,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
3000,0.039404068142175674,1.6313730810679772e-08,0.0002563979069236666,0.0002563979069236666,0.00658213859423995,0.0,0.0,0.005017432849854231,nan,0.008601944893598557,0.003159285057336092,0.003291069297119975,nan,0.3022415041923523,0.0302241500467062,-0.0,-0.0,0.002687178086489439,0.002687178086489439,0.004836907610297203,0.000537448504474014,0.0024184538051486015,0.000268724252237007,1.0,1.0,0.001218894380144775,0.001218894380144775,0.0,0.0,0.0,0.0,0.039404068142175674,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
